"Carcharocles megalodon","species","23.03","11.608","15083"
"Carcharocles megalodon","species","23.03","11.608","52184"
"Carcharocles megalodon","species","23.03","11.608","52781"
"Carcharocles megalodon","species","23.03","15.97","12755"
"Carcharocles megalodon","species","23.03","15.97","23602"
"Carcharocles megalodon","species","23.03","15.97","29458"
"Carcharocles megalodon","species","23.03","15.97","38039"
"Carcharocles megalodon","species","23.03","15.97","51924"
"Carcharocles megalodon","species","23.03","15.97","52152"
"Carcharocles megalodon","species","23.03","15.97","52184"
"Carcharocles megalodon","species","23.03","15.97","52569"
"Carcharocles megalodon","species","23.03","20.44","17090"
"Carcharocles megalodon","species","23.03","20.44","25806"
"Carcharocles megalodon","species","23.03","20.44","52582"
"Carcharocles megalodon","species","23.03","2.588","14950"
"Carcharocles megalodon","species","23.03","2.588","27111"
"Carcharocles megalodon","species","23.03","2.588","27111"
"Carcharocles megalodon","species","23.03","2.588","27111"
"Carcharocles megalodon","species","23.03","2.588","49051"
"Carcharocles megalodon","species","23.03","2.588","50616"
"Carcharocles megalodon","species","23.03","2.588","52569"
"Carcharocles megalodon","species","23.03","2.588","52569"
"Carcharocles megalodon","species","23.03","2.588","52569"
"Carcharocles megalodon","species","23.03","5.333","28099"
"Carcharocles megalodon","species","23.03","5.333","52569"
"Carcharocles megalodon","species","23.03","5.333","52598"
"Carcharocles megalodon","species","23.03","5.333","52598"
"Carcharocles megalodon","species","23.03","5.333","52598"
"Carcharocles megalodon","species","23.03","5.333","52784"
"Carcharocles megalodon","species","23.03","5.333","53101"
"Carcharocles megalodon","species","28.1","23.03","41464"
"Carcharocles megalodon","species","3.6","0.781","49050"
"Carcharocles megalodon","species","3.6","2.588","49967"
"Carcharocles megalodon","species","3.6","2.588","52569"
"Carcharocles megalodon","species","3.6","2.588","52569"
"Carcharocles megalodon","species","3.6","2.588","52569"
"Carcharocles megalodon","species","3.6","2.588","52569"
"Carcharocles megalodon","species","3.6","3","14399"
"Carcharocles megalodon","species","5.333","0.34","48465"
"Carcharocles megalodon","species","5.333","2.588","13672"
"Carcharocles megalodon","species","5.333","2.588","37348"
"Carcharocles megalodon","species","5.333","2.588","48478"
"Carcharocles megalodon","species","5.333","2.588","48478"
"Carcharocles megalodon","species","5.333","2.588","48526"
"Carcharocles megalodon","species","5.333","2.588","48920"
"Carcharocles megalodon","species","5.333","2.588","48921"
"Carcharocles megalodon","species","5.333","2.588","48921"
"Carcharocles megalodon","species","5.333","2.588","48921"
"Carcharocles megalodon","species","5.333","2.588","48921"
"Carcharocles megalodon","species","5.333","2.588","48922"
"Carcharocles megalodon","species","5.333","2.588","48926"
"Carcharocles megalodon","species","5.333","2.588","48926"
"Carcharocles megalodon","species","5.333","2.588","48937"
"Carcharocles megalodon","species","5.333","2.588","49081"
"Carcharocles megalodon","species","5.333","2.588","49081"
"Carcharocles megalodon","species","5.333","2.588","49963"
"Carcharocles megalodon","species","5.333","2.588","49968"
"Carcharocles megalodon","species","5.333","2.588","49969"
"Carcharocles megalodon","species","5.333","3.6","13448"
"Carcharocles megalodon","species","5.333","3.6","13520"
"Carcharocles megalodon","species","5.333","3.6","13672"
"Carcharocles megalodon","species","5.333","3.6","13672"
"Carcharocles megalodon","species","5.333","3.6","18094"
"Carcharocles megalodon","species","5.333","3.6","33152"
"Carcharocles megalodon","species","5.333","3.6","35772"
"Carcharocles megalodon","species","5.333","3.6","36479"
"Carcharocles megalodon","species","5.333","3.6","38040"
"Carcharocles megalodon","species","5.333","3.6","38040"
"Carcharocles megalodon","species","5.333","3.6","38040"
"Carcharocles megalodon","species","5.333","3.6","38040"
"Carcharocles megalodon","species","5.333","3.6","38040"
"Carcharocles megalodon","species","5.333","3.6","38040"
