"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Elasmobranchii&cc=ASI"
"Access Time","Fri 2017-02-03 22:50:36 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Elasmobranchii"
"","cc","ASI"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.239"
"Records Found","1367"
"Records Returned","1367"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1110634","occ","","","140666","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110635","occ","","","140666","Glikmanius culmenis","species","262008","","Glikmanius culmenis","species","262008","Wordian","","268.8","265.1","45579"
"1110636","occ","","","140666","Omanoselache angiolinii","species","262011","","Omanoselache angiolinii","species","262011","Wordian","","268.8","265.1","45579"
"1110637","occ","","","140666","Teresodus amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110638","occ","","","140666","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110639","occ","","","140666","Euselachii indet.","infraclass","56961","","Euselachii","infraclass","56961","Wordian","","268.8","265.1","45579"
"1110640","occ","","","140666","Cooleyella cf. fordi","species","149831","","Cooleyella fordi","species","149808","Wordian","","268.8","265.1","45579"
"1110641","occ","","","140666","Amelacanthus cf. sulcatus","species","205826","","Amelacanthus sulcatus","species","210595","Wordian","","268.8","265.1","45579"
"1110642","occ","","","123785","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110643","occ","","","123785","Glikmanius culmenis","species","262008","","Glikmanius culmenis","species","262008","Wordian","","268.8","265.1","45579"
"1110644","occ","","","123785","Omanoselache angiolinii","species","262011","","Omanoselache angiolinii","species","262011","Wordian","","268.8","265.1","45579"
"1110645","occ","","","123785","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110647","occ","","","121860","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110648","occ","","","121860","Omanoselache angiolinii","species","262011","","Omanoselache angiolinii","species","262011","Wordian","","268.8","265.1","45579"
"1110649","occ","","","140667","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110650","occ","","","140667","Omanoselache angiolinii","species","262011","","Omanoselache angiolinii","species","262011","Wordian","","268.8","265.1","45579"
"1110653","occ","","","140668","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110654","occ","","","140668","Teresodus amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110655","occ","","","140668","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110656","occ","","","140669","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110657","occ","","","140669","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110658","occ","","","140670","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110659","occ","","","140670","Omanoselache hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110660","occ","","","140670","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110662","occ","","","140672","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110663","occ","","","140673","Glikmanius cf. myachkovensis","species","244566","","Glikmanius myachkovensis","species","244565","Wordian","","268.8","265.1","45579"
"1110664","occ","","","140673","Omanoselache hendersoni","species","262010","","Omanoselache hendersoni","species","262010","Wordian","","268.8","265.1","45579"
"1110665","occ","","","140673","Reesodus underwoodi","species","262013","","Reesodus underwoodi","species","262013","Wordian","","268.8","265.1","45579"
"1110666","occ","","","140673","Teresodus amplexus","species","262019","","Teresodus amplexus","species","262019","Wordian","","268.8","265.1","45579"
"1110667","occ","","","140673","Gunnellodus bellistriatus","species","262021","","Gunnellodus bellistriatus","species","245594","Wordian","","268.8","265.1","45579"
"1110668","occ","","","140673","Khuffia lenis","species","262026","","Khuffia lenis","species","262026","Wordian","","268.8","265.1","45579"
"1110669","occ","","","140673","Khuffia prolixa","species","262027","","Khuffia prolixa","species","262027","Wordian","","268.8","265.1","45579"
"1110671","occ","","","140674","Reesodus underwoodi","species","262013","","Reesodus underwoodi","species","262013","Wordian","","268.8","265.1","45579"
"1112469","occ","","","140956","Myliobatis dixoni","species","132628","","Myliobatis dixoni","species","132628","Paleocene","","66","56","45776"
"1112476","occ","","","140957","Eotorpedo hilgendorfi","species","154070","","Eotorpedo hilgendorfi","species","154068","Paleocene","","66","56","45776"
"1112477","occ","","","140957","Myliobatis dixoni","species","132628","","Myliobatis dixoni","species","132628","Paleocene","","66","56","45776"
"1112484","occ","","","140962","Myliobatis dixoni","species","132628","","Myliobatis dixoni","species","132628","Paleocene","","66","56","45776"
"1112488","occ","","","140963","Myliobatis dixoni","species","132628","","Myliobatis dixoni","species","132628","Paleocene","","66","56","45776"
"1112490","occ","","","140964","Myliobatis dixoni","species","132628","","Myliobatis dixoni","species","132628","Paleocene","","66","56","45776"
"1112497","occ","","","140966","Myliobatis dixoni","species","132628","","Myliobatis dixoni","species","132628","Paleocene","","66","56","45776"
"1112501","occ","","","140968","Odontaspis substriata","species","34620","species not entered","Odontaspis","genus","34620","Paleocene","","66","56","45776"
"1112502","occ","","","140968","Ginglymostoma sokotoense","species","34584","species not entered","Ginglymostoma","genus","34584","Paleocene","","66","56","45776"
"1112503","occ","","","140968","Eotorpedo hilgendorfi","species","154070","","Eotorpedo hilgendorfi","species","154068","Paleocene","","66","56","45776"
"1112504","occ","","","140968","Myliobatis dixoni","species","132628","","Myliobatis dixoni","species","132628","Paleocene","","66","56","45776"
"1112507","occ","","","140969","Odontaspis substriata","species","34620","species not entered","Odontaspis","genus","34620","Paleocene","","66","56","45776"
"1112508","occ","","","140969","Ginglymostoma maghrebianum","species","34584","species not entered","Ginglymostoma","genus","34584","Paleocene","","66","56","45776"
"1112509","occ","","","140969","Ginglymostoma sokotoense","species","34584","species not entered","Ginglymostoma","genus","34584","Paleocene","","66","56","45776"
"1112510","occ","","","140969","Eotorpedo hilgendorfi","species","154070","","Eotorpedo hilgendorfi","species","154068","Paleocene","","66","56","45776"
"1112511","occ","","","140969","Myliobatis dixoni","species","132628","","Myliobatis dixoni","species","132628","Paleocene","","66","56","45776"
"1112522","occ","","","140971","Myliobatis dixoni","species","132628","","Myliobatis dixoni","species","132628","Paleocene","","66","56","45776"
"1112524","occ","","","140972","Myliobatis dixoni","species","132628","","Myliobatis dixoni","species","132628","Paleocene","","66","56","45776"
"1114001","occ","","","52346","Thaiodus ruchae","species","262146","","Thaiodus ruchae","species","262146","Aptian","Albian","125","100.5","45597"
"1114002","occ","","","52346","Hybodus sp.","genus","34498","","Hybodus","genus","34498","Aptian","Albian","125","100.5","45597"
"1114003","occ","","","52346","Heteroptychodus aff. steinmanni","species","262142","","Heteroptychodus steinmanni","species","262142","Aptian","Albian","125","100.5","45597"
"1114004","occ","","","52346","n. gen. Acrorhizodus n. sp. khoratensis","species","262148","","Acrorhizodus khoratensis","species","262148","Aptian","Albian","125","100.5","45597"
"1114158","occ","","","52346","Hybodus aequitridentatus","species","262141","","Hybodus aequitridentatus","species","262141","Aptian","Albian","125","100.5","30537"
"1114159","occ","","","52346","Heteroptychodus steinmanni","species","262142","","Heteroptychodus steinmanni","species","262142","Aptian","Albian","125","100.5","30537"
"1130349","occ","","","143617","Acrodus n. sp. flemingianus","species","230794","","Acrodus flemingianus","species","230794","Early Triassic","","252.17","247.2","21418"
"1130363","occ","","","143618","Acrodus sp.","genus","34478","","Acrodus","genus","34478","Early Triassic","","252.17","247.2","21418"
"1130387","occ","","","143622","Acrodus n. sp. jaeckeli","species","189882","","Acrodus jaeckeli","species","189882","Smithian","","251.3","247.2","33112"
"1147012","occ","","","58102","Dasyatis sp.","genus","34729","","Dasyatis","genus","34729","Maastrichtian","","72.1","66","47228"
"1156990","occ","","","148426","Arctacanthus n. sp. exiguus","species","274047","","Arctacanthus exiguus","species","274047","Anisian","","247.2","242","47671"
"1156991","occ","","","148426","Hybodus sp.","genus","34498","","Hybodus","genus","34498","Anisian","","247.2","242","47671"
"1156992","occ","","","148426","Acrodus spitzbergensis","species","162120","","Acrodus spitzbergensis","species","162120","Anisian","","247.2","242","47671"
"1156993","occ","","","148426","Polyacrodus sp.","genus","34508","","Polyacrodus","genus","34508","Anisian","","247.2","242","47671"
"1156994","occ","","","148426","Euselachii indet.","infraclass","220041","","Euselachii","infraclass","56961","Anisian","","247.2","242","47671"
"1156995","occ","","","148427","Acrodus spitzbergensis","species","162120","","Acrodus spitzbergensis","species","162120","Anisian","","247.2","242","47671"
"1156996","occ","","","148427","Hybodus sp.","genus","34498","","Hybodus","genus","34498","Anisian","","247.2","242","47671"
"1156997","occ","","","148427","Polyacrodus sp.","genus","34508","","Polyacrodus","genus","34508","Anisian","","247.2","242","47671"
"1156998","occ","","","148427","Euselachii indet.","infraclass","220041","","Euselachii","infraclass","56961","Anisian","","247.2","242","47671"
"1156999","occ","","","148427","Arctacanthus exiguus","species","274047","","Arctacanthus exiguus","species","274047","Anisian","","247.2","242","47671"
"1157000","occ","","","148428","Euselachii indet.","infraclass","220041","","Euselachii","infraclass","56961","Anisian","","247.2","242","47671"
"1157001","occ","","","148429","Acrodus spitzbergensis","species","162120","","Acrodus spitzbergensis","species","162120","Anisian","","247.2","242","47671"
"1157002","occ","","","148430","Euselachii indet.","infraclass","220041","","Euselachii","infraclass","56961","Anisian","","247.2","242","47671"
"1157003","occ","","","148431","Acrodus spitzbergensis","species","162120","","Acrodus spitzbergensis","species","162120","Anisian","","247.2","242","47671"
"1157004","occ","","","148432","Synechodus sp.","genus","34673","","Synechodus","genus","34673","Anisian","","247.2","242","47671"
"1157005","occ","","","148433","Synechodus triangulus","species","274049","","Synechodus triangulus","species","274049","Anisian","","247.2","242","47671"
"1157006","occ","","","148433","Synechodus sp.","genus","34673","","Synechodus","genus","34673","Anisian","","247.2","242","47671"
"1157007","occ","","","148433","Euselachii indet.","infraclass","220041","","Euselachii","infraclass","56961","Anisian","","247.2","242","47671"
"1157008","occ","","","148434","Acrodus spitzbergensis","species","162120","","Acrodus spitzbergensis","species","162120","Anisian","","247.2","242","47671"
"1157009","occ","","","148434","Hybodus sp.","genus","34498","","Hybodus","genus","34498","Anisian","","247.2","242","47671"
"1157010","occ","","","148434","Polyacrodus sp.","genus","34508","","Polyacrodus","genus","34508","Anisian","","247.2","242","47671"
"1157011","occ","","","148434","Synechodus sp.","genus","34673","","Synechodus","genus","34673","Anisian","","247.2","242","47671"
"1157012","occ","","","148434","Euselachii indet.","infraclass","220041","","Euselachii","infraclass","56961","Anisian","","247.2","242","47671"
"1157013","occ","","","148434","Arctacanthus exiguus","species","274047","","Arctacanthus exiguus","species","274047","Anisian","","247.2","242","47671"
"1157014","occ","","","148435","Euselachii indet.","infraclass","220041","","Euselachii","infraclass","56961","Anisian","","247.2","242","47671"
